Date,Ticker,Company,PX1,PX2,PX3,PX4,PX5,PX6,PX7,PX8,PX9,PX10,Close,High,Low,Open,Volume,Revenue from Business Activities - Total,Gross Profit - Industrials/Property - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,Cash & Cash Equivalents,Cash & Short-Term Investments,Total Assets,Debt - Total,Common Equity - Total,Net Cash Flow from Operating Activities,"Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",Capital Expenditures - Net - Cash Flow,Net Change in Cash - Total,Free Cash Flow Net of Dividends,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Shares used to calculate Diluted EPS - Total,Gross Profit Margin - %,EBITDA Margin - %,Operating Margin - %,Income before Tax Margin - %,Income Tax Rate - %,Net Margin - %,"Free Cash Flow Yield - %, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Return on Average Total Assets - % (Income before Discontinued Operations & Extraordinary Items), TTM","Return on Invested Capital - %, TTM",Revenue from Business Activities - Total,Operating Profit before Non-Recurring Income/Expense,"Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",Income before Discontinued Operations & Extraordinary Items,EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,Common Shares - Outstanding - Total,Total Debt Percentage of Total Assets,Total Debt Percentage of Total Capital,Total Debt Percentage of Total Equity,Interest Coverage Ratio,Dividend Coverage - %,Earnings Retention Rate,Dividend Payout Ratio - %,Market Capitalization,Debt - Total,Cash & Short Term Investments - Total,Enterprise Value,"Asset Turnover, TTM","Income before Tax Margin - %, TTM","Pretax ROA - %, TTM","Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM","Pretax ROE - %, TTM","Tax Complement, TTM","Return on Average Common Equity - % (Income available to Common excluding Extraordinary Items), TTM","Earnings Retention Rate, TTM","Reinvestment Rate - %, TTM",Current Ratio,Quick Ratio,Working Capital to Total Assets,"Accounts Receivable Turnover, TTM","Average Receivables Collection Days, TTM","Payables Turnover, TTM","Average Payables Payment Days, TTM","Inventory Turnover, TTM","Average Inventory Days, TTM","Average Net Trade Cycle Days, TTM"
2020-09-24,AMGN,Amgen Inc,7.2152,13.238,18.0,23.9344,32.4308,41.9414,48.754,55.9476,61.3336,65.5024,208.8777618408203,210.92897873158236,206.67007507421636,210.4683222925679,1827200.0,6206.0,4718.0,2323.0,3253.0,1803.0,9145.0,11421.0,65011.0,34224.0,10659.0,2842.0,930.0,158.0,1458.0,1742.0,2.59,3.05,592.0,76.02,52.42,37.43,32.71,11.18,29.05,7.26,68.05,11.74,19.48,6206.0,2323.0,3253.0,1803.0,3.05,586.4,52.64,76.25,321.08,6.75,194.56,1.0,0.0,138744.03,34224.0,11421.0,161547.03,0.39,34.2,13.36,5.8,77.47,0.88,68.05,0.5,34.35,2.18,1.81,0.19,5.3,69.03,4.92,74.41,1.51,242.71,237.33
2020-09-25,AMGN,Amgen Inc,7.9556,11.6729,16.8216,23.8658,33.0689,42.1094,48.5885,55.552,60.7848,64.8479,211.91986083984375,212.23274757315463,206.69616961304573,208.1737477685602,2635700.0,6206.0,4718.0,2323.0,3253.0,1803.0,9145.0,11421.0,65011.0,34224.0,10659.0,2842.0,930.0,158.0,1458.0,1742.0,2.59,3.05,592.0,76.02,52.42,37.43,32.71,11.18,29.05,7.26,68.05,11.74,19.48,6206.0,2323.0,3253.0,1803.0,3.05,586.4,52.64,76.25,321.08,6.75,194.56,1.0,0.0,138744.03,34224.0,11421.0,161547.03,0.39,34.2,13.36,5.8,77.47,0.88,68.05,0.5,34.35,2.18,1.81,0.19,5.3,69.03,4.92,74.41,1.51,242.71,237.33
2020-09-28,AMGN,Amgen Inc,6.9327,13.8309,18.2774,24.5765,32.4992,41.0497,47.1762,53.8385,58.8845,62.8324,214.7098388671875,216.45685582391042,212.74553065036642,215.27479083848027,2213900.0,6206.0,4718.0,2323.0,3253.0,1803.0,9145.0,11421.0,65011.0,34224.0,10659.0,2842.0,930.0,158.0,1458.0,1742.0,2.59,3.05,592.0,76.02,52.42,37.43,32.71,11.18,29.05,7.26,68.05,11.74,19.48,6206.0,2323.0,3253.0,1803.0,3.05,586.4,52.64,76.25,321.08,6.75,194.56,1.0,0.0,138744.03,34224.0,11421.0,161547.03,0.39,34.2,13.36,5.8,77.47,0.88,68.05,0.5,34.35,2.18,1.81,0.19,5.3,69.03,4.92,74.41,1.51,242.71,237.33
2020-09-29,AMGN,Amgen Inc,7.638,12.8254,17.9466,24.5909,33.2366,42.3142,48.7438,55.6613,60.8614,64.9007,215.81365966796875,216.4655333802588,213.362608143804,215.1617859556787,2008000.0,6206.0,4718.0,2323.0,3253.0,1803.0,9145.0,11421.0,65011.0,34224.0,10659.0,2842.0,930.0,158.0,1458.0,1742.0,2.59,3.05,592.0,76.02,52.42,37.43,32.71,11.18,29.05,7.26,68.05,11.74,19.48,6206.0,2323.0,3253.0,1803.0,3.05,586.4,52.64,76.25,321.08,6.75,194.56,1.0,0.0,138744.03,34224.0,11421.0,161547.03,0.39,34.2,13.36,5.8,77.47,0.88,68.05,0.5,34.35,2.18,1.81,0.19,5.3,69.03,4.92,74.41,1.51,242.71,237.33
2020-09-30,AMGN,Amgen Inc,7.6243,11.4298,16.9144,23.895,32.967,42.4193,49.1849,56.3302,61.6822,65.8274,220.906982421875,222.61053841682056,215.63984457617136,217.12610931832447,3526600.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-01,AMGN,Amgen Inc,7.8708,11.7547,16.8646,23.9647,32.749,42.4696,49.4238,56.7234,62.1729,66.3814,221.9760284423828,224.68783201187833,220.8113506322761,221.69790256436525,2428300.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-02,AMGN,Amgen Inc,7.8252,12.2385,17.5207,24.4269,33.5802,42.4218,48.7531,55.5981,60.7511,64.7604,213.3018035888672,221.34158050812266,212.08496453013058,219.3772589566671,2514100.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-05,AMGN,Amgen Inc,7.4347,12.4167,17.766,24.026,32.6567,41.9033,48.5181,55.5599,60.8486,64.9565,222.5149383544922,223.07119015713226,214.02319265907965,214.26655779613665,2852300.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-06,AMGN,Amgen Inc,7.3524,12.1191,17.7933,23.9316,32.4062,41.6573,48.2694,55.275,60.5401,64.6338,219.6293182373047,223.72307818897596,219.15127480812703,223.72307818897596,2431400.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-07,AMGN,Amgen Inc,7.2379,12.016,16.7935,23.155,31.2713,39.8681,46.0195,52.7005,57.7732,61.7494,223.957763671875,224.5922371642717,219.98567314150694,220.7331555935339,1842800.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-08,AMGN,Amgen Inc,6.9628,11.634,16.1634,22.8044,30.6178,39.3971,45.6746,52.4334,57.5622,61.5816,208.6778106689453,217.34338632323048,207.73042405185333,216.656751844877,5592300.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-09,AMGN,Amgen Inc,6.8006,10.7587,16.0654,21.9342,29.9784,39.2778,45.9237,52.9536,58.2647,62.4101,205.73135375976562,208.23455321483493,203.40199791539146,207.29585341918394,4183000.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-12,AMGN,Amgen Inc,6.8008,10.7628,16.0996,22.024,30.0604,39.3693,46.0859,53.1734,58.5242,62.6867,208.17369079589844,210.26838149223437,204.91432225851435,206.6265782578125,2881600.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-13,AMGN,Amgen Inc,6.9242,10.7336,15.9578,21.9461,29.7472,39.2159,45.9774,53.1111,58.4934,62.6781,208.0259552001953,210.22494166619134,207.61744657490064,207.90427262643132,2065600.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-14,AMGN,Amgen Inc,7.0054,11.2451,15.3823,22.2921,30.5168,39.7716,46.3826,53.406,58.7109,62.8392,206.5570526123047,210.5726038465103,206.16593102298992,208.94725631216787,2693600.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-15,AMGN,Amgen Inc,6.9532,11.6644,16.1487,22.7143,30.69,40.2556,47.0866,54.3106,59.7414,63.9502,204.26248168945312,205.98343810532165,202.40246893952394,205.12295989738737,2531000.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-16,AMGN,Amgen Inc,6.9039,11.7138,16.2921,22.8196,30.9609,40.0082,46.4695,53.3734,58.5991,62.6725,204.87962341308594,207.86955384362042,203.2108278091057,204.55803653084644,2059300.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-19,AMGN,Amgen Inc,6.8127,12.9691,17.8125,23.6248,31.2884,39.9602,46.1538,52.8773,57.9818,61.9722,200.52503967285156,206.37451572933062,199.91661363366154,205.3054466170918,2749800.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-20,AMGN,Amgen Inc,6.8855,11.8637,16.7874,23.4096,30.9807,40.6932,47.6214,54.9055,60.3741,64.6061,200.8640594482422,202.42854601468147,199.35170740328977,200.82928541737513,1950100.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-21,AMGN,Amgen Inc,7.5123,11.5535,16.8029,22.9281,31.9762,40.6933,46.9136,53.6098,58.6921,62.6637,199.01272583007812,200.87273853714942,197.76981289170084,199.43862148604353,1978700.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-22,AMGN,Amgen Inc,7.4276,11.6407,17.0957,23.6053,32.4056,41.841,48.5685,55.6902,61.0406,65.1827,198.15223693847656,199.84710606979797,196.57036350337847,198.25654575899256,2172900.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-23,AMGN,Amgen Inc,7.3709,11.7455,17.1584,23.6092,32.1467,41.2754,47.7834,54.7367,59.9811,64.0554,197.43951416015625,199.96878735961334,196.69203176911958,198.79540936659373,2104200.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-26,AMGN,Amgen Inc,7.6596,12.8456,19.0706,25.3669,34.5293,43.3407,49.6218,56.3921,61.4937,65.4528,195.46652221679688,198.36953022140435,192.7721053305432,196.44868294039873,3087100.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-27,AMGN,Amgen Inc,8.0617,12.5282,18.6509,25.1598,34.8978,43.6176,49.8336,56.5495,61.6142,65.5481,194.22366333007812,196.38787621133739,193.94552409739742,195.61431970625597,1934400.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-28,AMGN,Amgen Inc,8.3947,13.3244,19.5179,26.9551,37.0221,45.1391,50.9286,57.327,62.1673,65.9369,188.0699462890625,192.13763254151485,187.6788113889056,190.36454159459103,2874000.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-29,AMGN,Amgen Inc,8.508,13.8532,19.4773,27.0657,37.4741,46.4476,52.8437,59.735,64.885,68.8529,189.32151794433594,191.5031172193686,182.7680067192945,185.6797146401208,2994100.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-10-30,AMGN,Amgen Inc,8.8098,13.2656,19.5773,27.4718,38.2915,46.679,52.6585,59.2281,64.1623,67.9812,188.55665588378906,188.8434819232421,185.9665479156447,187.93085602723798,3262500.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-02,AMGN,Amgen Inc,8.0829,14.0138,20.8405,27.9935,37.3722,46.4146,52.8492,59.7633,64.9256,68.8991,191.39886474609375,193.2762514027202,188.78266913985203,192.57222974868432,2029000.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-03,AMGN,Amgen Inc,8.457,13.6237,19.1728,26.7185,36.6618,46.1215,52.8533,60.0037,65.3222,69.4055,191.26846313476562,193.89334535898826,189.8778069805545,192.74604110091778,2533600.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-04,AMGN,Amgen Inc,7.949,12.5317,17.8777,24.9049,34.1187,44.0813,51.165,58.1257,63.479,67.7282,200.19476318359375,205.1055398132275,195.64903423902547,196.68332938217534,3810000.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-05,AMGN,Amgen Inc,7.2745,12.2466,17.6376,23.9759,32.7526,41.1482,47.1264,53.2351,58.058,61.9706,201.6201934814453,203.23684081067427,199.90793747770908,203.18469303592568,2070300.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-06,AMGN,Amgen Inc,7.8119,11.3293,16.3984,22.4725,32.1415,40.5442,46.5289,52.6721,57.5242,61.4624,201.35952758789062,202.6980496042833,199.9427838758726,202.2200060270002,2028500.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
2020-11-09,AMGN,Amgen Inc,7.0016,10.737,15.4645,21.5673,29.8823,37.9746,43.7328,49.6595,54.3863,58.2562,204.2538299560547,212.7716519003209,203.38466472219915,211.15500403485322,2996200.0,6423.0,4862.0,2453.0,3354.0,2021.0,9087.0,12360.0,64637.0,34287.0,10959.0,3368.0,901.0,135.0,-58.0,2297.0,2.46,3.43,589.0,75.7,52.22,38.19,34.35,8.39,31.47,6.79,67.18,11.84,19.69,6423.0,2453.0,3354.0,2021.0,3.43,583.5,53.05,75.78,312.87,8.12,212.29,0.53,47.11,148859.93,34287.0,12360.0,170786.93,0.4,32.97,13.27,5.67,75.29,0.89,67.18,0.5,33.5,2.28,1.88,0.2,6.49,56.39,5.37,68.16,1.62,226.11,214.34
